City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,jasper,37.2001,-94.3502,68.05,54,75,19.57,US,1678118819
366,flinders,-34.5833,150.8552,71.19,86,10,1.99,AU,1678118819
367,santa cruz,-17.8,-63.1667,85.46,74,75,14.97,BO,1678118818
368,petropavlovka,50.6114,105.3196,20.39,85,62,6.58,RU,1678118820
369,tuljapur,18.0,76.0833,85.46,20,61,2.55,IN,1678118820
370,nuevo progreso,23.1667,-97.95,80.47,66,57,12.86,MX,1678118821
371,malartic,48.1335,-78.1328,23.45,84,98,8.05,CA,1678118821
372,kibala,9.1104,18.3463,104.34,6,96,4.92,TD,1678118822
373,santa marta,11.2408,-74.199,86.05,70,40,5.75,CO,1678118553
374,el penon,8.9892,-73.9486,95.63,44,66,1.19,CO,1678118824
375,raudeberg,61.9875,5.1352,30.87,67,100,18.21,NO,1678118825
376,kaputa,-8.4689,29.6619,74.97,80,92,1.19,ZM,1678118826
377,gediz,39.0417,29.41,45.54,63,96,5.95,TR,1678118826
378,alyth,56.6221,-3.2301,41.83,67,39,8.01,GB,1678118827
379,mokhsogollokh,61.4681,128.9203,-4.79,100,98,3.2,RU,1678118828
380,vestmannaeyjar,63.4427,-20.2734,29.39,50,0,3.44,IS,1678118828
381,cidreira,-30.1811,-50.2056,73.13,95,100,12.15,BR,1678118829
382,elbistan,38.2059,37.1983,45.46,57,99,11.95,TR,1678118830
383,mount gambier,-37.8333,140.7667,57.04,71,4,13.02,AU,1678118831
384,beisfjord,68.3751,17.5988,21.9,82,100,2.15,NO,1678118832
385,kamenka,51.3223,42.7678,18.91,90,14,4.16,RU,1678118833
386,vila,42.0304,-8.1588,47.7,78,100,4.18,PT,1678118834
387,kudahuvadhoo,2.6708,72.8944,81.82,73,97,9.37,MV,1678118835
388,harlingen,26.1906,-97.6961,79.05,100,4,12.8,US,1678118469
389,clyde river,70.4692,-68.5914,11.43,89,83,2.24,CA,1678118836
390,cayenne,4.9333,-52.3333,86.04,66,75,17.27,GF,1678118837
391,palu,-0.8917,119.8707,76.21,95,100,1.1,ID,1678118838
392,atakpame,7.5333,1.1333,95.92,31,81,6.33,TG,1678118839
393,namibe,-15.1961,12.1522,75.25,66,38,10.36,AO,1678118839
394,pimentel,-6.8367,-79.9342,84.49,61,0,5.75,PE,1678118841
395,skelleftea,64.7507,20.9528,12.56,92,0,4.61,SE,1678118842
396,lagoa,39.05,-27.9833,60.75,87,92,26.93,PT,1678118842
397,sembakung,3.8167,117.25,73.29,97,51,0.34,ID,1678118843
398,sao miguel do araguaia,-13.275,-50.1628,89.49,51,27,4.07,BR,1678118844
399,moron,-34.6534,-58.6198,93.02,54,0,8.95,AR,1678118845
400,soanierana ivongo,-16.9167,49.5833,82.6,67,98,6.8,MG,1678118846
401,peachland,49.7665,-119.7357,32.77,63,100,0.43,CA,1678118847
402,great falls,47.5002,-111.3008,13.41,88,100,9.22,US,1678118847
403,bayan,46.0833,127.4,29.17,85,34,1.63,CN,1678118848
404,kijang,35.2442,129.2139,51.31,64,2,6.71,KR,1678118849
405,gorontalo,0.5412,123.0595,75.43,95,97,4.36,ID,1678118849
406,isangel,-19.55,169.2667,77.47,85,37,11.7,VU,1678118850
407,niquelandia,-14.4739,-48.4597,90.01,43,16,4.05,BR,1678118851
408,goderich,43.7501,-81.7165,35.91,93,100,12.59,CA,1678118851
409,hualmay,-11.0964,-77.6139,76.03,69,100,5.48,PE,1678118852
410,richards bay,-28.783,32.0377,74.77,91,100,4.92,ZA,1678118852
411,north bend,43.4065,-124.2243,39.85,93,75,5.75,US,1678118853
412,abdanan,32.9926,47.4198,64.27,38,4,7.27,IR,1678118854
413,sitrah,26.1547,50.6206,79.02,41,0,3.44,BH,1678118854
414,bukavu,-2.5083,28.8608,68.05,86,79,1.01,CD,1678118855
415,tyukalinsk,55.8732,72.1967,24.57,86,84,20.0,RU,1678118856
416,kasongo-lunda,-6.4667,16.8167,88.68,55,59,2.77,CD,1678118857
417,oriximina,-1.7656,-55.8661,81.45,86,66,5.7,BR,1678118857
418,claresholm,50.0333,-113.5852,8.67,91,100,4.38,CA,1678118858
419,dordrecht,51.81,4.6736,43.27,79,100,8.99,NL,1678118652
420,nikel,69.4128,30.222,8.78,97,100,2.73,RU,1678118860
421,adrar,20.5022,-10.0711,89.51,7,100,8.3,MR,1678118861
422,natal,-5.795,-35.2094,86.65,79,75,16.11,BR,1678118840
423,wadi maliz,36.4681,8.5495,58.59,65,57,7.56,TN,1678118862
424,ketchikan,55.3422,-131.6461,26.58,54,0,8.05,US,1678118862
425,grand gaube,-20.0064,57.6608,76.37,87,100,1.01,MU,1678118863
426,eyl,7.9803,49.8164,78.31,68,4,15.77,SO,1678118863
427,kenai,60.5544,-151.2583,9.09,87,0,3.44,US,1678118864
428,kadiri,14.1167,78.1667,74.71,31,6,7.47,IN,1678118865
429,timizart,36.8,4.2667,55.78,72,95,11.68,DZ,1678118865
430,khandbari,27.3747,87.2039,61.36,45,33,4.38,NP,1678118866
431,lagos,6.5833,3.75,91.72,72,90,8.79,NG,1678118696
432,lavrentiya,65.5833,-171.0,31.44,99,100,6.04,RU,1678118866
433,kholm,59.2667,32.85,21.34,95,100,5.06,RU,1678118867
434,craig,40.5153,-107.5464,28.02,80,100,0.0,US,1678118675
435,bonthe,7.5264,-12.505,86.2,63,98,12.95,SL,1678118867
436,maraa,-1.8333,-65.3667,90.07,54,91,2.89,BR,1678118869
437,murgab,37.4966,61.9714,73.38,19,1,9.44,TM,1678118870
438,dryden,49.7833,-92.7503,16.09,67,0,11.5,CA,1678118706
439,kavieng,-2.5744,150.7967,81.45,72,96,6.78,PG,1678118871
440,conakry,9.538,-13.6773,81.27,64,98,16.84,GN,1678118872
441,saint anthony,45.0205,-93.218,34.25,93,100,12.66,US,1678118872
442,calderitas,18.55,-88.25,84.31,65,40,11.5,MX,1678118873
443,garowe,8.4054,48.4845,81.95,34,12,20.27,SO,1678118874
444,nishihara,26.1842,127.7558,60.08,59,0,9.22,JP,1678118874
445,lodeynoye pole,60.726,33.5531,23.27,98,99,3.4,RU,1678118875
446,ust-ishim,57.6935,71.1665,29.59,86,100,14.38,RU,1678118875
447,kindu,-2.95,25.95,83.71,61,70,6.17,CD,1678118875
448,mikuni,36.2171,136.1519,44.91,63,0,6.91,JP,1678118876
449,eyrarbakki,63.863,-21.1481,25.21,48,12,15.12,IS,1678118876
450,riyadh,24.6877,46.7219,86.14,17,3,10.29,SA,1678118578
451,maputo,-25.9653,32.5892,81.23,75,27,3.0,MZ,1678118843
452,andros town,24.7,-77.7667,82.36,57,74,9.37,BS,1678118877
453,provideniya,64.3833,-173.3,24.06,97,100,4.43,RU,1678118878
454,timra,62.487,17.3257,28.08,40,0,4.61,SE,1678118878
455,axim,4.8699,-2.2405,84.38,71,99,12.64,GH,1678118879
456,padang,-0.9492,100.3543,78.85,87,75,4.27,ID,1678118880
457,brandon,27.9378,-82.2859,84.6,68,0,5.75,US,1678118667
458,olney,39.1532,-77.0669,52.0,50,0,4.61,US,1678118881
459,omboue,-1.5746,9.2618,83.1,75,97,10.58,GA,1678118881
460,aksu,41.1231,80.2644,51.21,36,39,3.94,CN,1678118882
461,tari,12.4086,4.4914,105.93,7,6,11.01,NG,1678118882
462,yerkoy,39.6381,34.4672,46.09,60,89,5.91,TR,1678118883
463,arbazh,57.6804,48.3065,22.71,97,100,3.13,RU,1678118885
464,devarkonda,16.7,78.9333,80.38,29,0,11.65,IN,1678118886
465,wanning,18.8003,110.3967,69.08,74,38,5.12,CN,1678118886
466,gilroy,37.0058,-121.5683,45.9,91,75,3.44,US,1678118881
467,acarau,-2.8856,-40.12,83.97,71,88,13.69,BR,1678118887
468,nuuk,64.1835,-51.7216,41.61,48,0,3.44,GL,1678118888
469,olafsvik,64.8945,-23.7142,26.19,57,59,12.26,IS,1678118889
470,itarema,-2.9248,-39.9167,84.25,70,93,12.82,BR,1678118890
471,belmonte,-15.8631,-38.8828,85.33,62,44,10.4,BR,1678118891
472,viedma,-40.8135,-62.9967,97.09,10,1,14.63,AR,1678118803
473,miri,4.4148,114.0089,77.11,90,100,8.75,MY,1678118893
474,port hedland,-20.3167,118.5667,86.05,79,75,8.05,AU,1678118894
475,mae hong son,19.3003,97.9685,71.76,40,0,1.3,TH,1678118896
476,udachnyy,66.4167,112.4,-28.97,100,97,3.83,RU,1678118624
477,westport,41.1415,-73.3579,50.23,39,0,16.11,US,1678118651
478,batouri,4.4333,14.3667,99.19,16,96,6.06,CM,1678118899
479,mahanje,-9.9333,35.3333,71.46,85,98,2.77,TZ,1678118900
480,pisco,-13.7,-76.2167,80.02,69,0,10.36,PE,1678118900
481,oranjemund,-28.55,16.4333,65.14,81,0,22.91,NA,1678118901
482,bukama,-9.2,25.85,75.96,90,99,4.99,CD,1678118831
483,wote,-1.7808,37.6288,78.35,35,68,10.2,KE,1678118902
484,peniche,39.3558,-9.3811,60.3,95,100,16.31,PT,1678118903
485,ajdabiya,30.7554,20.2263,62.08,49,41,10.0,LY,1678118904
486,marshfield,44.6689,-90.1718,33.75,86,100,12.66,US,1678118905
487,tlacolula,16.9542,-96.4792,66.87,29,63,2.39,MX,1678118906
488,lensk,60.7253,114.9278,3.7,93,100,7.52,RU,1678118907
489,praia,14.9215,-23.5087,82.94,39,0,17.27,CV,1678118907
490,jiehu,35.5428,118.455,57.24,44,75,3.62,CN,1678118908
491,astoria,46.1879,-123.8313,39.15,78,100,11.5,US,1678118825
492,sao felix do xingu,-6.6447,-51.995,86.0,66,68,4.52,BR,1678118910
493,saint-pierre,-21.3393,55.4781,82.08,69,100,2.3,RE,1678118449
494,kralendijk,12.15,-68.2667,85.98,58,75,20.71,BQ,1678118911
495,atar,20.5169,-13.0499,95.09,8,100,7.65,MR,1678118912
496,jutai,-5.1833,-68.9,72.75,100,100,0.36,BR,1678118913
497,necochea,-38.5473,-58.7368,97.54,27,0,15.39,AR,1678118915
498,miandrivazo,-19.5167,45.4667,76.55,87,78,7.05,MG,1678118916
499,macamic,48.7502,-78.9996,23.38,84,99,7.38,CA,1678118916
500,tessalit,20.1986,1.0114,88.29,6,100,11.12,ML,1678118917
501,abay,49.6311,72.8539,30.58,96,82,7.78,KZ,1678118918
502,moose factory,51.2585,-80.6094,15.76,88,98,4.9,CA,1678118918
503,piney green,34.716,-77.3202,71.53,28,20,4.61,US,1678118919
504,gornopravdinsk,60.05,69.9,24.85,96,100,7.56,RU,1678118919
505,carmagnola,44.847,7.718,58.28,60,66,3.51,IT,1678118920
506,dandong,40.1292,124.3947,39.58,87,0,3.0,CN,1678118921
507,dunedin,-45.8742,170.5036,53.8,81,24,5.35,NZ,1678118922
508,severo-kurilsk,50.6789,156.125,29.97,90,98,11.36,RU,1678118922
509,ancud,-41.8697,-73.8203,53.96,97,100,10.2,CL,1678118676
510,mastic beach,40.7668,-72.8521,49.48,47,0,13.8,US,1678118923
511,alexandria,31.2156,29.9553,62.65,58,4,11.86,EG,1678118924
512,two hills,53.7169,-111.7518,1.6,92,100,9.22,CA,1678118924
513,payo,-3.7508,103.6372,72.63,97,100,2.64,ID,1678118925
514,ghanzi,-21.5667,21.7833,87.04,34,67,13.96,BW,1678118926
515,mantua,45.1667,10.7833,59.09,61,64,4.54,IT,1678118926
516,maniitsoq,65.4167,-52.9,33.22,71,28,4.03,GL,1678118927
517,severodvinsk,64.5635,39.8302,14.11,98,95,5.95,RU,1678118927
518,shumskiy,54.8318,99.1328,14.79,95,79,2.89,RU,1678118928
519,brewster,41.3973,-73.6171,49.21,40,0,12.66,US,1678118642
520,ayagoz,47.9714,80.4392,32.81,98,100,8.16,KZ,1678118929
521,menongue,-14.6585,17.691,73.45,70,100,7.43,AO,1678118929
522,bridlington,54.0831,-0.1919,46.33,88,100,14.43,GB,1678118929
523,mendi,-6.1761,143.6513,54.66,96,100,2.13,PG,1678118930
524,nuevo imperial,-13.0754,-76.3172,79.07,62,77,8.41,PE,1678118930
525,nioro,13.35,-15.75,96.28,14,100,4.54,GM,1678118931
526,sale,34.0389,-6.8166,70.63,60,75,8.05,MA,1678118792
527,nenjiang,49.1833,125.2167,11.5,93,94,1.63,CN,1678118931
528,puerto escondido,15.85,-97.0667,85.03,74,0,3.44,MX,1678118932
529,aripuana,-9.1667,-60.6333,81.45,83,90,3.13,BR,1678118932
530,makakilo city,21.3469,-158.0858,73.72,86,100,5.75,US,1678118933
531,abhar,36.1468,49.218,57.47,46,92,25.99,IR,1678118933
532,capim grosso,-11.3811,-40.0128,93.6,33,52,7.56,BR,1678118707
533,kendari,-3.945,122.4989,75.99,94,100,3.6,ID,1678118934
534,lompoc,34.6391,-120.4579,48.85,94,75,9.22,US,1678118934
535,port-cartier,50.0334,-66.8654,34.39,87,83,16.4,CA,1678118935
536,khor,47.8861,134.9464,28.2,98,100,4.63,RU,1678118935
537,asha,54.9973,57.2722,25.68,96,100,8.34,RU,1678118935
538,east london,-33.0153,27.9116,74.07,75,1,21.12,ZA,1678118936
539,svetlogorsk,52.6333,29.7333,30.25,62,78,7.25,BY,1678118936
540,saint-augustin,51.226,-58.6502,26.53,94,99,3.62,CA,1678118937
541,north myrtle beach,33.816,-78.68,72.28,64,0,6.91,US,1678118752
542,duluth,46.7833,-92.1066,36.07,90,75,21.85,US,1678118129
543,manokwari,-0.8667,134.0833,78.42,81,100,5.79,ID,1678118937
544,acapulco,16.8634,-99.8901,82.22,65,0,5.75,MX,1678118828
545,taraz,42.9,71.3667,52.21,71,5,15.66,KZ,1678118938
546,martapura,-3.4167,114.85,78.89,100,20,1.14,ID,1678118938
547,hokitika,-42.7167,170.9667,52.61,84,4,5.3,NZ,1678118939
548,bhuban,20.8833,85.8333,73.99,48,23,2.51,IN,1678118939
549,waipawa,-41.4122,175.5153,45.88,90,6,3.04,NZ,1678118940
550,charlestown,-32.95,151.6667,74.73,52,3,4.94,AU,1678118457
551,itacoatiara,-3.1431,-58.4442,82.4,79,95,6.26,BR,1678118940
552,walvis bay,-22.9575,14.5053,65.08,71,25,17.34,NA,1678118941
553,srandakan,-7.9386,110.2506,76.95,86,69,4.43,ID,1678118941
554,independencia,-5.3964,-40.3086,96.15,30,81,10.27,BR,1678118942
555,nagua,19.3832,-69.8474,84.51,74,40,4.61,DO,1678118945
556,havelock,34.8791,-76.9013,69.76,32,7,1.01,US,1678118946
557,parati,-23.2178,-44.7131,90.27,53,73,3.83,BR,1678118946
558,kushmurun,52.4503,64.6311,19.67,90,27,8.68,KZ,1678118947
559,bolobo,-2.1667,16.2333,91.2,46,63,3.94,CD,1678118831
560,marquette,46.5333,-87.6335,31.82,93,100,3.0,US,1678118836
561,trairi,-3.2778,-39.2689,84.09,72,81,11.88,BR,1678118744
562,taltal,-25.4,-70.4833,75.11,66,22,7.83,CL,1678118950
